System,Mission Number,Mission Text,Text Before Mission,Expected Text After Mission
VoiceGaze_#2,5,"Copy from \""angelic\"" to \""golden\"".","Determining what exactly separates a short story from longer fictionall formats is problematic. A classic definition of a short story is that one should be able to read it in one sitting, a point most notably mmade in Edgar Allan Poe's essay ""The Philosophy of Composition"" (1846). According to William Faulkner, a short story is character driven and a writer's job is to ""... along behind him with a paper and pencil trying to keep up long enough to put down whaat he says and does.”","Determining what exactly separates a short story from longer fictionall formats is problematic. A classic definition of a short story is that one should be able to read it in one sitting, a point most notably mmade in Edgar Allan Poe's essay ""The Philosophy of Composition"" (1846). According to William Faulkner, a short story is character driven and a writer's job is to ""... along behind him with a paper and pencil trying to keep up long enough to put down whaat he says and does.”"
VoiceGaze_#2,6,"Navigate to page 1, paragraph 4, line 1","Short stories have deep roots, and the power of short fiction has been recognized in modern society for hundreds of years. As William Boyd, the award-winning British author and short story writer has said: short stories seem to answer something deep in our nature as if, for the duration of its telling, something special has been created, some essence of our experience extrapolated, some temporary sense has been made of our common, turbulent journey towards the grave and oblivion.","Short stories have deep roots, and the power of short fiction has been recognized in modern society for hundreds of years. As William Boyd, the award-winning British author and short story writer has said: short stories seem to answer something deep in our nature as if, for the duration of its telling, something special has been created, some essence of our experience extrapolated, some temporary sense has been made of our common, turbulent journey towards the grave and oblivion."
VoiceGaze_#2,7,"Paste after \""wake\"".","Short stories have deep roots, and the power of short fiction has been recognized in modern society for hundreds of years. As William Boyd, the award-winning British author and short story writer has said: short stories seem to answer something deep in our nature as if, for the duration of its telling, something special has been created, some essence of our experience extrapolated, some temporary sense has been made of our common, turbulent journey towards the grave and oblivion.","Short stories have deep According to William Faulkner, a short story is character driven and a writer's job is to ""... along behind him with a paper and pencil trying to keep up long enough to put down whaat he says and does.” roots, and the power of short fiction has been recognized in modern society for hundreds of years. As William Boyd, the award-winning British author and short story writer has said: short stories seem to answer something deep in our nature as if, for the duration of its telling, something special has been created, some essence of our experience extrapolated, some temporary sense has been made of our common, turbulent journey towards the grave and oblivion."
VoiceGaze_#2,8,"Navigate to page 2, paragraph 5, line 3","Short stories have no set length. In terms of word corunt, there is no official demarcation between an anecdote, a short story, and a novel. Rather, the form's parameters are given by the rhetorical and practical context in which a given story is produced and considered so that what constitutes a short story may differ between genres, countries, eras, and commentators. Like the novel, the short story's predominant shape reflects the demands of the available markets for publication, and the evolution of the form seems closely tied to the evolution of the publishing industry and the submission guidelines of its constituent houses.","Short stories have no set length. In terms of word corunt, there is no official demarcation between an anecdote, a short story, and a novel. Rather, the form's parameters are given by the rhetorical and practical context in which a given story is produced and considered so that what constitutes a short story may differ between genres, countries, eras, and commentators. Like the novel, the short story's predominant shape reflects the demands of the available markets for publication, and the evolution of the form seems closely tied to the evolution of the publishing industry and the submission guidelines of its constituent houses."
VoiceGaze_#2,9,"Add \""care\"" after \""skin\"".","Short stories have no set length. In terms of word corunt, there is no official demarcation between an anecdote, a short story, and a novel. Rather, the form's parameters are given by the rhetorical and practical context in which a given story is produced and considered so that what constitutes a short story may differ between genres, countries, eras, and commentators. Like the novel, the short story's predominant shape reflects the demands of the available markets for publication, and the evolution of the form seems closely tied to the evolution of the publishing industry and the submission guidelines of its constituent houses.","Short stories have no set length. In terms of word count, there is no official demarcation between an anecdote, a short story, and a novel. Rather, the form's parameters are given by the rhetorical and practical context in which a given story is produced and considered so that what constitutes a short story may differ between genres, countries, eras, and commentators. Like the novel, the short story's predominant shape reflects the demands of the available markets for publication, and the evolution of the form seems closely tied to the evolution of the publishing industry and the submission guidelines of its constituent houses."
VoiceGaze_#2,10,"Navigate to page 2, paragraph 6, line 3-4","In 2013, Alice Munro was awarded the Nobel Prize in Literature—her citation read master of the contemporary short story. She said she hopes the award would bring readership for the short story, as well as recognize the short story on its own merit, rather than ""something that people do before they write their first novel."" Short stories have been cited with regard to other laureates as well, Paul Heyse in 1910 and Gabriel Garcia Marquez in 1982.","In 2013, Alice Munro was awarded the Nobel Prize in Literature—her citation read master of the contemporary short story. She said she hopes the award would bring readership for the short story, as well as recognize the short story on its own merit, rather than ""something that people do before they write their first novel."" Short stories have been cited with regard to other laureates as well, Paul Heyse in 1910 and Gabriel Garcia Marquez in 1982."
VoiceGaze_#2,11,"Delete from \""Someone\"" to \""leak\"".","In 2013, Alice Munro was awarded the Nobel Prize in Literature—her citation read master of the contemporary short story. She said she hopes the award would bring readership for the short story, as well as recognize the short story on its own merit, rather than ""something that people do before they write their first novel."" Short stories have been cited with regard to other laureates as well, Paul Heyse in 1910 and Gabriel Garcia Marquez in 1982.","In 2013, Alice Munro was awarded the Nobel Prize in Literature—her citation read. She said she hopes the award would bring readership for the short story, as well as recognize the short story on its own merit, rather than ""something that people do before they write their first novel."" Short stories have been cited with regard to other laureates as well, Paul Heyse in 1910 and Gabriel Garcia Marquez in 1982."
VoiceGaze_#2,12,"Navigate to page 2, paragraph 7, line 2","In 2013, Alice Munro was awarded the Nobel Prize in Literature—her citation read master of the contemporary short story. She said she hopes the award would bring readership for the short story, as well as recognize the short story on its own merit, rather than ""something that people do before they write their first novel."" Short stories have been cited with regard to other laureates as well, Paul Heyse in 1910 and Gabriel Garcia Marquez in 1982.","In 2013, Alice Munro was awarded the Nobel Prize in Literature—her citation read master of the contemporary short story. She said she hopes the award would bring readership for the short story, as well as recognize the short story on its own merit, rather than ""something that people do before they write their first novel."" Short stories have been cited with regard to other laureates as well, Paul Heyse in 1910 and Gabriel Garcia Marquez in 1982."
VoiceGaze_#2,13,"Replace \""little\"" to \""big\"".","In 2013, Alice Munro was awarded the Nobel Prize in Literature—her citation read master of the contemporary short story. She said she hopes the award would bring readership for the short story, as well as recognize the short story on its own merit, rather than ""something that people do before they write their first novel."" Short stories have been cited with regard to other laureates as well, Paul Heyse in 1910 and Gabriel Garcia Marquez in 1982.","In 2013, Alice Munro was awarded the Nobel Prize in Literature—her citation read. She said she hopes the award would bring readership for the short story, as well as recognize the short story on its own merit, rather than ""something that people do before they write their first novel."" Short stories have been cited with regard to other laureates as well, Paul Heyse in 1910 and Gabriel Garcia Marquez in 1982."
VoiceMouse_#2,0,"Navigate to page 1, paragraph 1, line 7","A short story is a piece of prose fiction that typically can be read in one sitting and focqses on a self-contained incident or series of linked incidents, with the intent of evoking a single effect or mopd. The short story is one of the oldest types of literature and has exsted in the form of legends, mythic tales, folk tales, fairy tales, fables and anecdotes in various ancient communities across the world. The modern short story developed in the early 19th century","A short story is a piece of prose fiction that typically can be read in one sitting and focqses on a self-contained incident or series of linked incidents, with the intent of evoking a single effect or mopd. The short story is one of the oldest types of literature and has exsted in the form of legends, mythic tales, folk tales, fairy tales, fables and anecdotes in various ancient communities across the world. The modern short story developed in the early 19th century"
VoiceMouse_#2,1,"Add \""night\"" after \""light\"".","A short story is a piece of prose fiction that typically can be read in one sitting and focqses on a self-contained incident or series of linked incidents, with the intent of evoking a single effect or mopd. The short story is one of the oldest types of literature and has exsted in the form of legends, mythic tales, folk tales, fairy tales, fables and anecdotes in various ancient communities across the world. The modern short story developed in the early 19th century","A short story is a piece of prose fiction that typically can be read in one sitting and focqses on a self-contained incident or series of linked incidents, with the intent of evoking a single effect or mood. The short story is one of the oldest types of literature and has exsted in the form of legends, mythic tales, folk tales, fairy tales, fables and anecdotes in various ancient communities across the world. The modern short story developed in the early 19th century."
VoiceMouse_#2,2,"Navigate to page 1, paragraph 2, line 3-4","The short story is a crafted form in its own right. Short stories make use of plot, resonance, and other dynamic components as in a novel, but typically to a lesser degree. While the short story is largely distinct from the novel or short, authos generally draw from a common pool of literary techniques.","The short story is a crafted form in its own right. Short stories make use of plot, resonance, and other dynamic components as in a novel, but typically to a lesser degree. While the short story is largely distinct from the novel or short, authos generally draw from a common pool of literary techniques."
VoiceMouse_#2,3,"Delete from \""Water\"" to \""down\"".","The short story is a crafted form in its own right. Short stories make use of plot, resonance, and other dynamic components as in a novel, but typically to a lesser degree. While the short story is largely distinct from the novel or short, authos generally draw from a common pool of literary techniques.","The short story is a crafted form in its own right. Short stories make use of plot, resonance, and other dynamic components as in a novel, but typically to a lesser degree. While the short story is largely distinct from the novel or short novel, authos generally draw from a common pool of literary techniques."
VoiceMouse_#2,4,"Navigate to page 1, paragraph 3, line 3","Determining what exactly separates a short story from longer fictionall formats is problematic. A classic definition of a short story is that one should be able to read it in one sitting, a point most notably mmade in Edgar Allan Poe's essay ""The Philosophy of Composition"" (1846). According to William Faulkner, a short story is character driven and a writer's job is to ""... along behind him with a paper and pencil trying to keep up long enough to put down whaat he says and does.”","Determining what exactly separates a short story from longer fictionall formats is problematic. A classic definition of a short story is that one should be able to read it in one sitting, a point most notably mmade in Edgar Allan Poe's essay ""The Philosophy of Composition"" (1846). According to William Faulkner, a short story is character driven and a writer's job is to ""... along behind him with a paper and pencil trying to keep up long enough to put down whaat he says and does.”"
VoiceMouse_#2,5,"Fix \""granmother\"" to \""grandmother\"".","Determining what exactly separates a short story from longer fictionall formats is problematic. A classic definition of a short story is that one should be able to read it in one sitting, a point most notably mmade in Edgar Allan Poe's essay ""The Philosophy of Composition"" (1846). According to William Faulkner, a short story is character driven and a writer's job is to ""... along behind him with a paper and pencil trying to keep up long enough to put down whaat he says and does.”","Determining what exactly separates a short story from longer fictionall formats is problematic. A classic definition of a short story is that one should be able to read it in one sitting, a point most notably mmade in Edgar Allan Poe's essay ""The Philosophy of Composition"" (1846). According to William Faulkner, a short story is character driven and a writer's job is to ""... along behind him with a paper and pencil trying to keep up long enough to put down whaat he says and does.”"
VoiceMouse_#2,6,"Navigate to page 2, paragraph 4, line 4","Determining what exactly separates a short story from longer fictionall formats is problematic. A classic definition of a short story is that one should be able to read it in one sitting, a point most notably mmade in Edgar Allan Poe's essay ""The Philosophy of Composition"" (1846). According to William Faulkner, a short story is character driven and a writer's job is to ""... along behind him with a paper and pencil trying to keep up long enough to put down whaat he says and does.”","Determining what exactly separates a short story from longer fictionall formats is problematic. A classic definition of a short story is that one should be able to read it in one sitting, a point most notably mmade in Edgar Allan Poe's essay ""The Philosophy of Composition"" (1846). According to William Faulkner, a short story is character driven and a writer's job is to ""... along behind him with a paper and pencil trying to keep up long enough to put down whaat he says and does.”"
VoiceMouse_#2,7,"Fix \""roks\"" to \""rows\"".","Short stories have deep roots, and the power of short fiction has been recognized in modern society for hundreds of years. As William Boyd, the award-winning British author and short story writer has said: short stories seem to answer something deep in our nature as if, for the duration of its telling, something special has been created, some essence of our experience extrapolated, some temporary sense has been made of our common, turbulent journey towards the grave and oblivion.","Short stories have deep According to William Faulkner, a short story is character driven and a writer's job is to ""... along behind him with a paper and pencil trying to keep up long enough to put down whaat he says and does.” roots, and the power of short fiction has been recognized in modern society for hundreds of years. As William Boyd, the award-winning British author and short story writer has said: short stories seem to answer something deep in our nature as if, for the duration of its telling, something special has been created, some essence of our experience extrapolated, some temporary sense has been made of our common, turbulent journey towards the grave and oblivion."
VoiceMouse_#2,8,"Navigate to page 2, paragraph 5, line 4","Short stories have no set length. In terms of word corunt, there is no official demarcation between an anecdote, a short story, and a novel. Rather, the form's parameters are given by the rhetorical and practical context in which a given story is produced and considered so that what constitutes a short story may differ between genres, countries, eras, and commentators. Like the novel, the short story's predominant shape reflects the demands of the available markets for publication, and the evolution of the form seems closely tied to the evolution of the publishing industry and the submission guidelines of its constituent houses.","Short stories have no set length. In terms of word corunt, there is no official demarcation between an anecdote, a short story, and a novel. Rather, the form's parameters are given by the rhetorical and practical context in which a given story is produced and considered so that what constitutes a short story may differ between genres, countries, eras, and commentators. Like the novel, the short story's predominant shape reflects the demands of the available markets for publication, and the evolution of the form seems closely tied to the evolution of the publishing industry and the submission guidelines of its constituent houses."
VoiceMouse_#2,9,"Replace \""voice\"" to \""sound\"".","Short stories have no set length. In terms of word corunt, there is no official demarcation between an anecdote, a short story, and a novel. Rather, the form's parameters are given by the rhetorical and practical context in which a given story is produced and considered so that what constitutes a short story may differ between genres, countries, eras, and commentators. Like the novel, the short story's predominant shape reflects the demands of the available markets for publication, and the evolution of the form seems closely tied to the evolution of the publishing industry and the submission guidelines of its constituent houses.","Short stories have no set length. In terms of word count, there is no official demarcation between an anecdote, a short story, and a novel. Rather, the form's parameters are given by the rhetorical and practical context in which a given story is produced and considered so that what constitutes a short story may differ between genres, countries, eras, and commentators. Like the novel, the short story's predominant shape reflects the demands of the available markets for publication, and the evolution of the form seems closely tied to the evolution of the publishing industry and the submission guidelines of its constituent houses."
VoiceMouse_#2,10,"Navigate to page 2, paragraph 6, line 1-3","In 2013, Alice Munro was awarded the Nobel Prize in Literature—her citation read master of the contemporary short story. She said she hopes the award would bring readership for the short story, as well as recognize the short story on its own merit, rather than ""something that people do before they write their first novel."" Short stories have been cited with regard to other laureates as well, Paul Heyse in 1910 and Gabriel Garcia Marquez in 1982.","In 2013, Alice Munro was awarded the Nobel Prize in Literature—her citation read master of the contemporary short story. She said she hopes the award would bring readership for the short story, as well as recognize the short story on its own merit, rather than ""something that people do before they write their first novel."" Short stories have been cited with regard to other laureates as well, Paul Heyse in 1910 and Gabriel Garcia Marquez in 1982."
VoiceMouse_#2,11,"Copy from \""Water\"" to \""side\"".","In 2013, Alice Munro was awarded the Nobel Prize in Literature—her citation read master of the contemporary short story. She said she hopes the award would bring readership for the short story, as well as recognize the short story on its own merit, rather than ""something that people do before they write their first novel."" Short stories have been cited with regard to other laureates as well, Paul Heyse in 1910 and Gabriel Garcia Marquez in 1982.","In 2013, Alice Munro was awarded the Nobel Prize in Literature—her citation read master of the contemporary short story. She said she hopes the award would bring readership for the short story, as well as recognize the short story on its own merit, rather than ""something that people do before they write their first novel."" Short stories have been cited with regard to other laureates as well, Paul Heyse in 1910 and Gabriel Garcia Marquez in 1982."
VoiceMouse_#2,12,"Navigate to page 2, paragraph 7, line 1","In 2013, Alice Munro was awarded the Nobel Prize in Literature—her citation read master of the contemporary short story. She said she hopes the award would bring readership for the short story, as well as recognize the short story on its own merit, rather than ""something that people do before they write their first novel."" Short stories have been cited with regard to other laureates as well, Paul Heyse in 1910 and Gabriel Garcia Marquez in 1982.","In 2013, Alice Munro was awarded the Nobel Prize in Literature—her citation read master of the contemporary short story. She said she hopes the award would bring readership for the short story, as well as recognize the short story on its own merit, rather than ""something that people do before they write their first novel."" Short stories have been cited with regard to other laureates as well, Paul Heyse in 1910 and Gabriel Garcia Marquez in 1982."
VoiceMouse_#2,13,"Paste before \""light\"".","In 2013, Alice Munro was awarded the Nobel Prize in Literature—her citation read master of the contemporary short story. She said she hopes the award would bring readership for the short story, as well as recognize the short story on its own merit, rather than ""something that people do before they write their first novel."" Short stories have been cited with regard to other laureates as well, Paul Heyse in 1910 and Gabriel Garcia Marquez in 1982.","In 2013, Alice Munro was awarded the Nobel Prize in Literature—her citation read. She said she hopes the award would bring readership for the short story, as well as recognize the short story on its own merit, rather than ""something that people do before they write their first novel."" Short stories have been cited with regard to other laureates as well, Paul Heyse in 1910 and Gabriel Garcia Marquez in 1982."
MouseAndKeyboard_#2,0,"Navigate to page 1, paragraph 1, line 3","A short story is a piece of prose fiction that typically can be read in one sitting and focqses on a self-contained incident or series of linked incidents, with the intent of evoking a single effect or mopd. The short story is one of the oldest types of literature and has exsted in the form of legends, mythic tales, folk tales, fairy tales, fables and anecdotes in various ancient communities across the world. The modern short story developed in the early 19th century","A short story is a piece of prose fiction that typically can be read in one sitting and focqses on a self-contained incident or series of linked incidents, with the intent of evoking a single effect or mopd. The short story is one of the oldest types of literature and has exsted in the form of legends, mythic tales, folk tales, fairy tales, fables and anecdotes in various ancient communities across the world. The modern short story developed in the early 19th century"
MouseAndKeyboard_#2,1,"Fix \""bck\"" to \""back\"".","A short story is a piece of prose fiction that typically can be read in one sitting and focqses on a self-contained incident or series of linked incidents, with the intent of evoking a single effect or mopd. The short story is one of the oldest types of literature and has exsted in the form of legends, mythic tales, folk tales, fairy tales, fables and anecdotes in various ancient communities across the world. The modern short story developed in the early 19th century","A short story is a piece of prose fiction that typically can be read in one sitting and focqses on a self-contained incident or series of linked incidents, with the intent of evoking a single effect or mood. The short story is one of the oldest types of literature and has exsted in the form of legends, mythic tales, folk tales, fairy tales, fables and anecdotes in various ancient communities across the world. The modern short story developed in the early 19th century."
MouseAndKeyboard_#2,2,"Navigate to page 1, paragraph 2, line 4","The short story is a crafted form in its own right. Short stories make use of plot, resonance, and other dynamic components as in a novel, but typically to a lesser degree. While the short story is largely distinct from the novel or short, authos generally draw from a common pool of literary techniques.","The short story is a crafted form in its own right. Short stories make use of plot, resonance, and other dynamic components as in a novel, but typically to a lesser degree. While the short story is largely distinct from the novel or short, authos generally draw from a common pool of literary techniques."
MouseAndKeyboard_#2,3,"Fix \""surace\"" to \""subrace\"".","The short story is a crafted form in its own right. Short stories make use of plot, resonance, and other dynamic components as in a novel, but typically to a lesser degree. While the short story is largely distinct from the novel or short, authos generally draw from a common pool of literary techniques.","The short story is a crafted form in its own right. Short stories make use of plot, resonance, and other dynamic components as in a novel, but typically to a lesser degree. While the short story is largely distinct from the novel or short novel, authos generally draw from a common pool of literary techniques."
MouseAndKeyboard_#2,4,"Navigate to page 1, paragraph 3, line 3","Determining what exactly separates a short story from longer fictionall formats is problematic. A classic definition of a short story is that one should be able to read it in one sitting, a point most notably mmade in Edgar Allan Poe's essay ""The Philosophy of Composition"" (1846). According to William Faulkner, a short story is character driven and a writer's job is to ""... along behind him with a paper and pencil trying to keep up long enough to put down whaat he says and does.”","Determining what exactly separates a short story from longer fictionall formats is problematic. A classic definition of a short story is that one should be able to read it in one sitting, a point most notably mmade in Edgar Allan Poe's essay ""The Philosophy of Composition"" (1846). According to William Faulkner, a short story is character driven and a writer's job is to ""... along behind him with a paper and pencil trying to keep up long enough to put down whaat he says and does.”"
MouseAndKeyboard_#2,5,"Copy from \""Magic\"" to \""that\"".","Determining what exactly separates a short story from longer fictionall formats is problematic. A classic definition of a short story is that one should be able to read it in one sitting, a point most notably mmade in Edgar Allan Poe's essay ""The Philosophy of Composition"" (1846). According to William Faulkner, a short story is character driven and a writer's job is to ""... along behind him with a paper and pencil trying to keep up long enough to put down whaat he says and does.”","Determining what exactly separates a short story from longer fictionall formats is problematic. A classic definition of a short story is that one should be able to read it in one sitting, a point most notably mmade in Edgar Allan Poe's essay ""The Philosophy of Composition"" (1846). According to William Faulkner, a short story is character driven and a writer's job is to ""... along behind him with a paper and pencil trying to keep up long enough to put down whaat he says and does.”"
MouseAndKeyboard_#2,6,"Navigate to page 1, paragraph 5, line 1","Short stories have deep roots, and the power of short fiction has been recognized in modern society for hundreds of years. As William Boyd, the award-winning British author and short story writer has said: short stories seem to answer something deep in our nature as if, for the duration of its telling, something special has been created, some essence of our experience extrapolated, some temporary sense has been made of our common, turbulent journey towards the grave and oblivion.","Short stories have deep roots, and the power of short fiction has been recognized in modern society for hundreds of years. As William Boyd, the award-winning British author and short story writer has said: short stories seem to answer something deep in our nature as if, for the duration of its telling, something special has been created, some essence of our experience extrapolated, some temporary sense has been made of our common, turbulent journey towards the grave and oblivion."
MouseAndKeyboard_#2,7,"Paste before \""need\"".","Short stories have deep roots, and the power of short fiction has been recognized in modern society for hundreds of years. As William Boyd, the award-winning British author and short story writer has said: short stories seem to answer something deep in our nature as if, for the duration of its telling, something special has been created, some essence of our experience extrapolated, some temporary sense has been made of our common, turbulent journey towards the grave and oblivion.","Short stories have deep According to William Faulkner, a short story is character driven and a writer's job is to ""... along behind him with a paper and pencil trying to keep up long enough to put down whaat he says and does.” roots, and the power of short fiction has been recognized in modern society for hundreds of years. As William Boyd, the award-winning British author and short story writer has said: short stories seem to answer something deep in our nature as if, for the duration of its telling, something special has been created, some essence of our experience extrapolated, some temporary sense has been made of our common, turbulent journey towards the grave and oblivion."
MouseAndKeyboard_#2,8,"Navigate to page 2, paragraph 6, line 1","Short stories have no set length. In terms of word corunt, there is no official demarcation between an anecdote, a short story, and a novel. Rather, the form's parameters are given by the rhetorical and practical context in which a given story is produced and considered so that what constitutes a short story may differ between genres, countries, eras, and commentators. Like the novel, the short story's predominant shape reflects the demands of the available markets for publication, and the evolution of the form seems closely tied to the evolution of the publishing industry and the submission guidelines of its constituent houses.","Short stories have no set length. In terms of word corunt, there is no official demarcation between an anecdote, a short story, and a novel. Rather, the form's parameters are given by the rhetorical and practical context in which a given story is produced and considered so that what constitutes a short story may differ between genres, countries, eras, and commentators. Like the novel, the short story's predominant shape reflects the demands of the available markets for publication, and the evolution of the form seems closely tied to the evolution of the publishing industry and the submission guidelines of its constituent houses."
MouseAndKeyboard_#2,9,"Replace \""Last\"" to \""First\"".","Short stories have no set length. In terms of word corunt, there is no official demarcation between an anecdote, a short story, and a novel. Rather, the form's parameters are given by the rhetorical and practical context in which a given story is produced and considered so that what constitutes a short story may differ between genres, countries, eras, and commentators. Like the novel, the short story's predominant shape reflects the demands of the available markets for publication, and the evolution of the form seems closely tied to the evolution of the publishing industry and the submission guidelines of its constituent houses.","Short stories have no set length. In terms of word count, there is no official demarcation between an anecdote, a short story, and a novel. Rather, the form's parameters are given by the rhetorical and practical context in which a given story is produced and considered so that what constitutes a short story may differ between genres, countries, eras, and commentators. Like the novel, the short story's predominant shape reflects the demands of the available markets for publication, and the evolution of the form seems closely tied to the evolution of the publishing industry and the submission guidelines of its constituent houses."
MouseAndKeyboard_#2,10,"Navigate to page 2, paragraph 7, line 3-4","In 2013, Alice Munro was awarded the Nobel Prize in Literature—her citation read master of the contemporary short story. She said she hopes the award would bring readership for the short story, as well as recognize the short story on its own merit, rather than ""something that people do before they write their first novel."" Short stories have been cited with regard to other laureates as well, Paul Heyse in 1910 and Gabriel Garcia Marquez in 1982.","In 2013, Alice Munro was awarded the Nobel Prize in Literature—her citation read master of the contemporary short story. She said she hopes the award would bring readership for the short story, as well as recognize the short story on its own merit, rather than ""something that people do before they write their first novel."" Short stories have been cited with regard to other laureates as well, Paul Heyse in 1910 and Gabriel Garcia Marquez in 1982."
MouseAndKeyboard_#2,11,"Delete from \""But\"" to \""word\"".","In 2013, Alice Munro was awarded the Nobel Prize in Literature—her citation read master of the contemporary short story. She said she hopes the award would bring readership for the short story, as well as recognize the short story on its own merit, rather than ""something that people do before they write their first novel."" Short stories have been cited with regard to other laureates as well, Paul Heyse in 1910 and Gabriel Garcia Marquez in 1982.","In 2013, Alice Munro was awarded the Nobel Prize in Literature—her citation read. She said she hopes the award would bring readership for the short story, as well as recognize the short story on its own merit, rather than ""something that people do before they write their first novel."" Short stories have been cited with regard to other laureates as well, Paul Heyse in 1910 and Gabriel Garcia Marquez in 1982."
MouseAndKeyboard_#2,12,"Navigate to page 2, paragraph 8, line 5","In 2013, Alice Munro was awarded the Nobel Prize in Literature—her citation read master of the contemporary short story. She said she hopes the award would bring readership for the short story, as well as recognize the short story on its own merit, rather than ""something that people do before they write their first novel."" Short stories have been cited with regard to other laureates as well, Paul Heyse in 1910 and Gabriel Garcia Marquez in 1982.","In 2013, Alice Munro was awarded the Nobel Prize in Literature—her citation read master of the contemporary short story. She said she hopes the award would bring readership for the short story, as well as recognize the short story on its own merit, rather than ""something that people do before they write their first novel."" Short stories have been cited with regard to other laureates as well, Paul Heyse in 1910 and Gabriel Garcia Marquez in 1982."
MouseAndKeyboard_#2,13,"Add \""workout\"" after \""train\"".","In 2013, Alice Munro was awarded the Nobel Prize in Literature—her citation read master of the contemporary short story. She said she hopes the award would bring readership for the short story, as well as recognize the short story on its own merit, rather than ""something that people do before they write their first novel."" Short stories have been cited with regard to other laureates as well, Paul Heyse in 1910 and Gabriel Garcia Marquez in 1982.","In 2013, Alice Munro was awarded the Nobel Prize in Literature—her citation read. She said she hopes the award would bring readership for the short story, as well as recognize the short story on its own merit, rather than ""something that people do before they write their first novel."" Short stories have been cited with regard to other laureates as well, Paul Heyse in 1910 and Gabriel Garcia Marquez in 1982."
